,Date,Post ID,Post Type,Content Type,Sent by,Link,Post,Impressions,Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Likes,Comments,Saves,Weekday,Time,Post Link Clicks,year_month,Sentiment,Sentiment_Label
3733,2019-12-21 21:37:00,17858995708643210,Post,Video, ,https://www.instagram.com/p/B6WL68-JFKE/,"We consider it an honor that you have chosen Stanbic IBTC as your preferred bank. As the year winds down, we take this opportunity to thank you for an incredibly profitable relationship and the opportunity to serve you. See you next year!",569.0,1495.0,4.01,4.55,7.0,60.0,2.0,6.0,Saturday,21,2.0,2019-12,0.24814814814814815,Positive
3734,2019-08-08 09:35:00,17855214535492749,Post,Photo,Aramide Salami,https://www.instagram.com/p/B05YCbWHqgP/,Need a savings account with bonus interest? Then the Max Yield savings Account is for you. Call 01 422 2222 or email customercarenigeria@stanbicibtc.com to get started.,897.0,1495.0,4.22,5.69,26.0,79.0,5.0,1.0,Thursday,9,5.0,2019-08,0.0,Neutral
3735,2021-08-08 18:20:00,18083207272286982,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CSUlJ7CjMyQ/,"Now is the best time to stock up on school supplies ahead of your child’s school resumption.
Use your Super App to get it done fast before school starts. 
Visit the link in  our bio and click ‘Download the Super App’ now! 
#LikeAHero
#Back2School
#ITCANBE",6356.0,1493.0,2.87,3.15,292.0,31.0,15.0,1.0,Sunday,18,129.0,2021-08,0.48749999999999993,Positive
3736,2019-11-04 18:00:00,17889206521427565,Post,Photo,Aramide Salami,https://www.instagram.com/p/B4c3vzFlMuO/,Subscribe to the November offer for FGN Bonds through Stanbic IBTC stockbrokers to get the best returns. Call  01 422 0004 or email stockbroking@stanbicibtc.com to get started.,932.0,1493.0,2.74,3.48,19.0,48.0,0.0,4.0,Monday,18,5.0,2019-11,1.0,Positive
3737,2022-05-19 09:00:00,17884588184607109,Post,Photo,Blessing Ubah,https://www.instagram.com/p/Cdu21HrsEzY/,"Trade stocks the faster and smarter way. It's free to get started and we are here to help. 
Send an email to StartWithZero@stanbicibtc.com to begin!
#ITCANBE
#StartWithZero",4002.0,1491.0,2.78,3.02,252.0,24.0,16.0,5.0,Thursday,9,171.0,2022-05,0.5,Positive
3738,2022-03-05 17:00:00,17901560093448062,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CaumJ4hsFd-/,"We bet you didn’t know these facts about the ocean.
In conclusion, keep the ocean clean.
#ITCANBE",919.0,1491.0,2.3,2.48,35.0,28.0,8.0,1.0,Saturday,17,7.0,2022-03,0.3666666666666667,Positive
3739,2021-11-29 09:16:00,17921280962013011,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CW2kuWWsZI1/,"There are 32 days left in 2021. 
That is more than enough time to make a change and become the best version of yourself
Have a purposeful week!

#PowerUpMonday
#ITCANBE",1133.0,1491.0,1.9,1.95,31.0,23.0,5.0,1.0,Monday,9,17.0,2021-11,0.375,Positive
3740,2021-06-12 09:46:00,17910480112777097,Post,Video, ,https://www.instagram.com/tv/CQA43Ogg8yy/,"""Whether we like it or not retirement must come and it's something we shouldn't be afraid of, it's something we must prepare for"".

Visit http://bit.ly/StanbicIBTCEmployersForum to watch the full clip of our Head of Benefits Administration at Stanbic IBTC Pension Managers, Bolanle Shobowale explain in detail.

#ITCANBE",517.0,1491.0,3.64,3.89,8.0,46.0,9.0,3.0,Saturday,9,1.0,2021-06,-0.125,Negative
3741,2022-05-31 09:50:00,17873311076695760,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CeN2FkIOJgZ/,"Stay updated with your insurance module on the Stanbic IBTC Super App.​
Visit your app store now to update or download the mobile app.​
#ITCANBE",822.0,1489.0,2.09,2.22,29.0,24.0,9.0,0.0,Tuesday,9,13.0,2022-05,0.3333333333333333,Positive
3742,2022-05-13 17:08:00,17938728184951222,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CdgR80luAq9/,"Where are the ladies at?
Make it a date with us for another edition of the Ladies at the Table Empowerment Series (LATTES) 

Visit https://bit.ly/STANBICIBTCLattes to register now! 

Tell a friend to tell a friend! 

#LATTES 

#ITCANBE",560.0,1489.0,3.16,3.36,13.0,37.0,11.0,2.0,Friday,17,4.0,2022-05,0.0,Neutral
3743,2022-01-16 08:09:00,17953932967607407,Post,Video,Blessing Ubah,https://www.instagram.com/p/CYyDNphszZM/,"We have something in return for your loyalty.
Shop with your Stanbic IBTC e-loyalty card and get sweet discounts.
Visit https://bit.ly/StanbicIBTCPensionsLoyaltyCard to find out more.
Terms and Conditions apply.
#GoForIt
#ITCANBE",1829.0,1489.0,2.53,2.69,242.0,37.0,2.0,1.0,Sunday,8,218.0,2022-01,0.425,Positive
3744,2021-11-22 09:12:00,17914026725133510,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CWkis80Mqvb/,"Don’t let the fear of the unknown or the size of the challenge ahead stop you from taking the first step towards your dream.

May the new week be good to you as you take that step.

#PowerUpMonday
#MotivationMonday
#ITCANBE",590.0,1489.0,2.07,2.22,14.0,30.0,3.0,0.0,Monday,9,8.0,2021-11,0.24659090909090908,Positive
3745,2021-11-17 16:56:00,17917233176079852,Post,Carousel, ,https://www.instagram.com/p/CWYf2x1JVSB/,"A Will is one of the most important documents to have in place, as it allows you to communicate your wishes clearly and ensures that the people you love are taken care of and protected when you’re gone.

Visit the link in our bio and click on ‘Enquiries’ to get started. 

#WealthWednesday
#ITCANBE",,1489.0,2.18,2.75,,31.0,8.0,2.0,Wednesday,16,,2021-11,0.375,Positive
3746,2021-08-23 14:00:00,17904210401029087,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CS6vV6Zjubp/,"Have your customers been complaining of spending time on payment queues? 
Give them an easy way to pay you through your NIBSS NQR code!
Visit any of our branches or download the NQR Merchant App to generate your unique QR Code for your business.
#ITCANBE",724.0,1489.0,1.79,1.95,22.0,28.0,0.0,1.0,Monday,14,12.0,2021-08,0.45833333333333337,Positive
3747,2021-08-16 15:50:00,17902659284052779,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CSo6WV7s7B1/,"Don’t want to handle cash all the time? 
Give your customers a smarter way to pay, using your unique NIBSS NQR code.
Visit any of our branches or download the NQR Merchant App to generate your unique QR Code for your business.
#ITCANBE",1060.0,1489.0,1.6,1.75,55.0,24.0,2.0,0.0,Monday,15,40.0,2021-08,0.375,Positive
3748,2021-07-20 11:00:00,18153317533166594,Post,Photo,Kemi Amoo,https://www.instagram.com/p/CRi3s0MjrTp/,"Are you tired of trying to remember multiple passwords? OnePass to the rescue!
Update your mobile app to access this feature.
#LikeAHero",2179.0,1489.0,2.25,2.48,49.0,36.0,1.0,0.0,Tuesday,11,32.0,2021-07,-0.2,Negative
3749,2020-07-15 15:35:00,17883683335633821,Post,Carousel, ,https://www.instagram.com/p/CCqpGzqJj8W/,"Here are the highlights from our #BlueTalks webinar which held earlier in the week. If you missed it, click the link in our bio to watch.",653.0,1489.0,3.55,4.63,16.0,62.0,7.0,0.0,Wednesday,15,6.0,2020-07,0.0,Neutral
3750,2019-09-04 14:57:00,17892588703384448,Post,Carousel, ,https://www.instagram.com/p/B1_eZhLlq0y/,"Do you think insurance is important? If yes, why?

Here are some reasons you should get insurance... #WealthWednesday",942.0,1489.0,4.1,7.32,36.0,105.0,0.0,4.0,Wednesday,14,23.0,2019-09,0.4,Positive
3751,2023-02-18 11:32:00,17974665790929891,Post,Photo,Damilare Oyekanmi,https://www.instagram.com/p/CozO3IvswsM/,"The Super Falcons will be going head-to-head today with the Las Chicas Superpoderosas in the TV4 Women's Revelations Cup 2023. 
What's your prediction? 

#ITCANBE 
#InsuranceGuaranteed",1090.0,1487.0,1.91,2.02,34.0,26.0,4.0,0.0,Saturday,11,9.0,2023-02,0.3333333333333333,Positive
3752,2021-05-24 09:00:00,18171368830138131,Post,Photo,Kemi Amoo,https://www.instagram.com/p/CPP4qeTA8u1/,"Here’s to a productive week ahead.

#HappyNewWeek
#PowerUpMonday",571.0,1487.0,2.54,2.69,12.0,36.0,4.0,0.0,Monday,9,4.0,2021-05,0.0,Neutral
3753,2019-11-10 10:30:00,18073573621152356,Post,Photo, ,https://www.instagram.com/p/B4rhBSuFtbr/,credit: @queenkunby... A just cause #together4alimb,653.0,1487.0,2.94,3.36,15.0,49.0,0.0,1.0,Sunday,10,8.0,2019-11,0.0,Neutral
3754,2019-08-07 10:38:00,18090195193046793,Post,Photo, ,https://www.instagram.com/p/B026eD5F6vH/,"The second leg of the Round of 16 begins!!! Who will be the victors and who will be the vanquished? Follow the action on the hashtags #HiFL2019
#HiFLStanbicIBTC",2115.0,1487.0,2.89,3.83,114.0,57.0,0.0,0.0,Wednesday,10,37.0,2019-08,-0.096875,Negative
3755,2023-02-08 12:22:00,18075055792337776,Post,Carousel,Damilare Oyekanmi,https://www.instagram.com/p/CoZkpk9MN8k/,"‘Love is in the air and money in the account’ – #Reward4Saving! 💃🏾🕺🏼 
You too can join the millionaires club. All you need to do is deposit a minimum of N10,000 in your savings account or @easewallet for a minimum of 30 days to qualify.​ 
Read T and Cs here: https://bit.ly/StanbicIBTCReward4SavingTandCs 

#ITCANBE 
#WealthWednesday",540.0,1485.0,2.63,3.5,15.0,29.0,22.0,1.0,Wednesday,12,6.0,2023-02,0.625,Positive
3756,2023-02-02 18:36:00,17954954687236942,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CoKyohWNhjq/,"Your dreams are valid, let us walk you through it. 😊 
Apply now for the Stanbic IBTC University Scholarship! 
Visit here: https://bit.ly/StanbicIBTCUniversityScholarship​
#StanbicIBTCScholarship​
#StanbicIBTCScholarship2023​​
#ITCANBE",597.0,1485.0,1.8,1.89,12.0,22.0,5.0,1.0,Thursday,18,8.0,2023-02,0.0,Neutral
3757,2023-01-09 12:00:00,17956952849143920,Post,Photo,Sophia Amuka,https://www.instagram.com/p/CnMSPM6uRKl/,"Follow the #Reward4Saving draws live across our social media platforms today as 70 people get rewarded for saving.
TIME: 2PM (WAT)
#ITCANBE",1105.0,1485.0,2.24,2.42,32.0,31.0,4.0,1.0,Monday,12,19.0,2023-01,0.08484848484848484,Positive
3758,2022-10-06 14:36:00,17944354676160612,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CjX8kfUuBd-/,"This week, your flexing is on us, because you deserve it.😉 
Pay with your Stanbic IBTC card at Radisson Blu to enjoy 15% discount on your staycation.
#ITCANBE",1021.0,1485.0,1.56,1.75,44.0,24.0,2.0,0.0,Thursday,14,12.0,2022-10,0.4,Positive
3759,2022-09-04 14:59:00,17984774221582651,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CiFlwojM7m_/,"Avoid the stress of walking into the Bank for account opening. 
You can open a new account from your comfort zone in six simple steps.
#ITCANBE​",788.0,1485.0,1.84,1.95,27.0,26.0,2.0,1.0,Sunday,14,20.0,2022-09,0.04545454545454545,Positive
3760,2021-04-21 09:44:00,18217386691040647,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CN6_eJyghrT/,"No need to visit the bank branch for your transactions. 
Our E-Channels are available for your use 24/7.
#StaySafe
#ITCANBE",694.0,1485.0,1.94,2.09,15.0,29.0,2.0,0.0,Wednesday,9,9.0,2021-04,0.4,Positive
3761,2019-11-14 17:00:00,18082352404143416,Post,Photo,Aramide Salami,https://www.instagram.com/p/B42g0yllhFM/,Call us on 01 422 0004 or email stockbroking@stanbicibtc.com for details on how to invest in stocks.,1719.0,1485.0,2.82,3.3,156.0,46.0,0.0,3.0,Thursday,17,115.0,2019-11,0.0,Neutral
3762,2022-08-27 08:09:00,17971872571694312,Post,Photo,Blessing Ubah,https://www.instagram.com/p/ChwQewcu1Tv/,"Sustainable Development Goal 4 aims to ensure inclusive and quality education. Stanbic IBTC aligns with this goal and aims to provide lifelong learning opportunities for all.
#SDG4
#QualityEducation
#SustainabilitySaturday",922.0,1483.0,1.5,2.97,124.0,38.0,3.0,3.0,Saturday,8,114.0,2022-08,-0.1,Negative
3763,2022-01-17 09:36:00,17888107571586537,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CY0x9rds_zi/,"New week, positive vibes!
Stay away from bad energy and vibe killers.
#GoForIt
#MotivationMonday
#ITCANBE",588.0,1483.0,2.92,3.1,13.0,42.0,3.0,1.0,Monday,9,3.0,2022-01,-0.09318181818181814,Negative
3764,2021-12-03 12:24:00,17942944738714505,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CXBNa2JsSNt/,"Tell someone to tell someone that the December auction of the FGN Bonds is here!
Visit the link in our bio and click ‘Invest in FGN Retail Savings Bond’ to begin.
#ITCANBE",258.0,1483.0,1.74,1.89,11.0,26.0,2.0,0.0,Friday,12,7.0,2021-12,0.0,Neutral
3765,2021-11-12 12:44:00,17922320110976907,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CWLLFNRMMC9/,"'With our clients as the focus and center of this partnership, we are building a platform and payment system to support our customers and their targeted ecosystem across Africa.""

#ITCANBE",488.0,1483.0,2.96,3.17,33.0,37.0,10.0,0.0,Friday,12,27.0,2021-11,-0.1,Negative
3766,2021-10-09 10:00:00,17920482004935521,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CUzVOVwstx7/,"The finals are here. 
Who do you think will carry this year’s #HiFL2021 trophy? 
Tell us in the comments section.
#HiFLStanbicIBTC
#ITCANBE",673.0,1483.0,1.79,1.89,16.0,26.0,2.0,0.0,Saturday,10,5.0,2021-10,0.0,Neutral
3767,2021-09-26 10:31:00,18177690628159773,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CUR6bmDMgZW/,"Remember that we will never call you to ask for your BVN or other personal details.
If you suspect that your account has been compromised, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com.
#ITCANBE",1804.0,1483.0,1.84,2.02,598.0,25.0,5.0,0.0,Sunday,10,582.0,2021-09,-0.0625,Negative
3768,2023-04-09 07:00:00,18014624746514990,Post,Video,Blessing Ubah,https://www.instagram.com/p/Cqzfcd2tDKY/,"Today, we feast because He is risen.💃🏾🕺🏾

#HappyEaster! 

#ITCANBE",902.0,1480.0,3.92,4.32,37.0,49.0,6.0,9.0,Sunday,7,8.0,2023-04,0.0,Neutral
3769,2023-01-02 19:27:00,17970122090039199,Post,Photo,Blessing Ubah,https://www.instagram.com/p/Cm7D0tOOueK/,"Maximise your potential this new year by setting clear goals, stepping outside your comfort zone, and embracing opportunities as they come. 
Let's make this year one for the books!​
#ITCANBE",524.0,1480.0,2.53,2.7,6.0,30.0,10.0,0.0,Monday,19,1.0,2023-01,0.0590909090909091,Positive
3770,2022-05-31 22:25:00,17912632616432294,Post,Photo, ,https://www.instagram.com/p/CePMifLIGb8/,"Reposted from @emma_dede56 
Hi @stanbicibtc I'm 6 years 🧒
I want to become a doctor in future
#mydreamscanbe",,1480.0,39.59,42.64,,631.0,0.0,0.0,Tuesday,22,,2022-05,0.0,Neutral
3771,2022-05-10 17:55:00,17975784478526483,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CdYo5lXOG1K/,"Raise your hand if you got the answer!
Be the real MVP by getting a Life Insurance plan from Stanbic IBTC now. 
Visit https://bit.ly/StanbicIBTCLifeInsurance to get started.
#InsuranceCoverMe
#GoForLife
#ITCANBE",699.0,1480.0,1.47,1.62,25.0,22.0,1.0,1.0,Tuesday,17,16.0,2022-05,0.2,Positive
3772,2021-03-15 15:52:00,17884309844056404,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CMcYLm3gBGw/,"Can you hear the sound? It’s the future calling!
#YLS2021
#ITCANBE",586.0,1480.0,2.71,2.84,16.0,42.0,0.0,0.0,Monday,15,4.0,2021-03,0.2,Positive
3773,2019-08-01 09:56:00,18087622279002975,Post,Photo, ,https://www.instagram.com/p/B0nY47jFg9Z/,Here is another opportunity to invest in the FGN Bonds and get more returns. Call 01 422 0004 or email stockbroking@stanbicibtc.com #Bonds #Stanbicibtc #Investment,702.0,1480.0,3.98,5.27,28.0,71.0,4.0,3.0,Thursday,9,6.0,2019-08,0.5,Positive
3774,2023-01-27 16:37:00,17888430671779633,Post,Photo,Sophia Amuka,https://www.instagram.com/p/Cn7IPIdM5iD/,"Four days to go!
Deposit your old 200, 500 and 1000 naira notes now at any of our branches.
Our branches will be open this weekend between 10 am and 2pm for you to make your deposit. 
#ITCANBE",601.0,1478.0,2.0,2.17,16.0,27.0,4.0,1.0,Friday,16,8.0,2023-01,0.05,Positive
3775,2022-12-28 14:21:00,17989662454710558,Post,Photo,Blessing Ubah,https://www.instagram.com/p/Cmto1BVNg08/,"Dear parents, this is your opportunity to save money on goodies for your baby this coming year. 
Enjoy discounts when you pay with your Stanbic IBTC card at Tender Tummies.​

#ITCANBE ​",913.0,1478.0,1.2,1.29,46.0,14.0,5.0,0.0,Wednesday,14,14.0,2022-12,0.4,Positive
3776,2022-01-23 13:24:00,17888950847567216,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CZEo03Nscaw/,"January is almost gone 😊 
Have you started smashing your 2022 goals?
#GoForIt and let nothing stop you.
#ITCANBE",600.0,1478.0,2.1,2.17,15.0,26.0,4.0,2.0,Sunday,13,4.0,2022-01,0.0,Neutral
3777,2021-09-12 22:55:00,17970927454440934,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CTvMgFUFe-O/,"#Back2School season is here!
You don’t have to go and queue up at the bank to pay your children’s school fees when you can conveniently pay with the Stanbic IBTC internet banking at home! 
Visit http://bit.ly/StanbicIBTCInternetBanking to get started.",719.0,1478.0,1.92,2.1,14.0,23.0,5.0,3.0,Sunday,22,7.0,2021-09,0.0,Neutral
3778,2020-02-20 15:07:00,17866198975647899,Post,Video, ,https://www.instagram.com/p/B8yl1YDJdFF/,"#ThrowbackThursday to when our CE Stanbic IBTC Holdings, @YinkaSanni was part of our main SMW session at the Social Media Week 2019. #SMWStanbicIBTC",27949.0,1478.0,4.87,5.41,1484.0,78.0,0.0,2.0,Thursday,15,933.0,2020-02,0.09999999999999999,Positive
3779,2022-07-10 07:00:00,18144007279260038,Post,Photo,Sophia Amuka,https://www.instagram.com/p/Cf0ibepssTd/,"Enjoy 90.9% bonus when you buy airtime of N2500 and below for yourself with *909*Amount# and for others with *909*Amount*PhoneNumber#, and buy data with *909*8# between 09:09am and 09:24am today!

#ITCANBE",471.0,1476.0,1.31,1.42,6.0,12.0,8.0,1.0,Sunday,7,0.0,2022-07,0.5,Positive
3780,2022-01-30 13:28:00,17982415747455336,Post,Video,Blessing Ubah,https://www.instagram.com/p/CZWq2bNMAhW/,"Just another way we make life easy for you! 😉 
Follow the steps in the video to learn how you can apply for FX using the Stanbic IBTC Super App.
Visit your app store now to download or update the app!
#GoForIt
#ITCANBE",1443.0,1476.0,2.35,2.44,41.0,22.0,10.0,4.0,Sunday,13,11.0,2022-01,0.4791666666666667,Positive
3781,2021-10-13 17:29:00,17896889714471702,Post,Photo, ,https://www.instagram.com/p/CU-b1uRo7Nr/,"We are live again this Thursday with Bimbo for more capital market updates on Smooth FM's Business Express. 
Don't forget to tune in to the session.
You can also listen live here: http://smoothlive.smooth981.fm:8000/smoothlivefm128
#ITCANBE",70.0,1476.0,1.94,2.1,2.0,26.0,5.0,0.0,Wednesday,17,0.0,2021-10,0.2931818181818182,Positive
3782,2021-09-29 15:18:00,18200896663106663,Post,Carousel, ,https://www.instagram.com/p/CUaJqJVIRzZ/,"Be prepared for any eventuality, get a Life Insurance policy today and keep your loved ones future bright. �Visit the link in our bio and click ‘Stanbic IBTC Insurance Products’ to begin.�
#ITCANBE
#WealthWednesday",770.0,1476.0,2.39,2.98,9.0,34.0,10.0,0.0,Wednesday,15,2.0,2021-09,0.4666666666666666,Positive
3783,2021-03-15 09:34:00,17891702572983045,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CMbs5pqgwyC/,"Don’t play small. You have what it takes to be all you can be!
Have a great week ahead.

#PowerUpMonday
#MondayMotivation
#ITCANBE",1980.0,1476.0,2.7,2.85,71.0,41.0,1.0,0.0,Monday,9,35.0,2021-03,0.24375000000000002,Positive
3784,2023-06-30 10:37:00,17972436923247211,Post,Video,Damilare Oyekanmi,https://www.instagram.com/p/CuHBfMKsaPe/,"Don't let budget constraints hinder you from owning your dream phone. With Stanbic IBTC Device Financing, you can easily acquire a high-quality mobile phone. Discover more in our latest episode of the enlightening series, 'Chemistry of Wealth.' Visit the link in our bio and click on 'Chemistry of Wealth' to listen
#ITCANBE",9335.0,1474.0,2.84,3.05,375.0,29.0,12.0,4.0,Friday,10,220.0,2023-06,0.43333333333333335,Positive
3785,2023-03-04 18:49:00,18051872797403674,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CpYD9qKM2Id/,"Let us help you lay a solid foundation for their dreams to take flight. Send an email to callme@stanbicibtc.com to get started​.​ 
#ITCANBE",1709.0,1474.0,2.88,3.05,38.0,24.0,21.0,0.0,Saturday,18,15.0,2023-03,0.0,Neutral
3786,2022-07-31 18:44:00,17907969767513112,Post,Photo,Blessing Ubah,https://www.instagram.com/p/Cgr3sO2FCU4/,"Your access to opening an account with ease is in your pocket!​
Get the Stanbic IBTC mobile app and start transacting with ‘no stress’!​
Visit your app store to download now!​
#ITCANBE",1370.0,1474.0,1.54,1.7,61.0,18.0,6.0,1.0,Sunday,18,30.0,2022-07,0.0,Neutral
3787,2022-02-09 18:47:00,17909237465459821,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CZw_Tn-l-5T/,"This loan helped me clear my container – Okechukwu Felix Okoh (Stanbic IBTC Enterprise Customer)
Go for growth, Visit the link in our bio and click on 'SME LOAN' to get the SME Lite loan
Available to new and existing customers. 
#ITCANBE",696.0,1474.0,2.32,2.44,66.0,32.0,1.0,3.0,Wednesday,18,55.0,2022-02,0.21212121212121213,Positive
3788,2019-10-09 14:58:00,18085551652117940,Post,Carousel, ,https://www.instagram.com/p/B3ZmUZoFsVv/,"If you have ever wondered what it’s like to experience a flood, we can tell you one thing for sure, it’s not pretty. 
Floods can be scary, especially in the middle of a rain storm. It can also take a toll on your emotions and your finances – especially if your property gets damaged. 
Here are a few tips to protect yourself and your properties this rainy season. #WealthWednesday",1353.0,1474.0,3.73,6.92,87.0,88.0,9.0,5.0,Wednesday,14,60.0,2019-10,-0.04642857142857143,Negative
3789,2022-04-09 14:38:00,17927681621318047,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CcIdtbEMUS8/,"Go for the growth of your pharmacy this year by taking advantage of the Stanbic IBTC lending solution in partnership with MegaMedx.
For more details, please visit here: https://bit.ly/StanbicIBTCHealthcareSupportScheme
#ITCANBE",522.0,1472.0,1.49,1.56,3.0,19.0,4.0,0.0,Saturday,14,0.0,2022-04,0.5,Positive
3790,2021-05-19 18:28:00,17884459871175775,Post,Carousel, ,https://www.instagram.com/p/CPEBu2CLsI1/,"With a life insurance policy, you can ensure that your loved ones are well taken care of in the event of your demise.
To get started, visit https://bit.ly/StanbicIBTCInsuranceProducts

#WealthWednesday

#ITCANBE",,1472.0,2.66,3.33,,47.0,1.0,1.0,Wednesday,18,,2021-05,0.7,Positive
3791,2022-12-26 19:22:00,18026007571452928,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CmpBr8_jhuo/,"You can tag them and take a step further by sending some cash 😉 
#ITCANBE",514.0,1470.0,2.48,2.86,7.0,28.0,14.0,0.0,Monday,19,3.0,2022-12,0.0,Neutral
3792,2022-07-15 19:18:00,17949298586066349,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CgCu6qfMhbO/,"The battle continues.💪
Congratulations to the teams who made it to the round of 16 in the #HiFL2022 season.

#HiFLStanbicIBTC
#ITCANBE",786.0,1470.0,1.53,1.63,36.0,24.0,0.0,0.0,Friday,19,25.0,2022-07,-0.2,Negative
3793,2022-02-17 12:34:00,17893893089499802,Post,Photo, ,https://www.instagram.com/p/CaE7DidI8om/,"At Stanbic IBTC, our experts are uniquely positioned to highlight opportunities for your business growth now and in the future. 
We recently held our 2022 Virtual Economic Outlook highlighting key points to consider when investing and planning in an election cycle. Let us help you secure the right opportunities to scale your business this year. 
Visit https://forms.office.com/r/46D586iGbq to leave your details with us and we will be in touch.
#ITCANBE",652.0,1470.0,3.08,3.33,18.0,34.0,14.0,1.0,Thursday,12,12.0,2022-02,0.18010204081632653,Positive
3794,2021-02-05 18:16:00,17921603179517810,Post,Video, ,https://www.instagram.com/p/CK6yaqLA1VN/,"Love is in the air 💙

Gift your loved ones a mutual fund gift and get rewarded for it!

Visit https://bit.ly/StanbicIBTCMutualFundsGiftandWin now to get started.

#NeverStopInvesting
#ITCANBE",517.0,1470.0,2.46,2.65,7.0,38.0,0.0,1.0,Friday,18,2.0,2021-02,0.6875,Positive
3795,2023-05-04 17:54:00,17964428900432927,Post,Photo, ,https://www.instagram.com/p/Cr1CM2FoVcN/,"Are you ready to level up your tech game? 
Join us for an empowering journey with our all-female lineup of digital champions!
Visit https://bit.ly/StanbicIBTCWomenInTech2023 to secure your spot and let's get your tech on! 
#StanbicIBTCWomenInTech 
#DigitalSkills4Life 
#ITCANBE",594.0,1468.0,3.98,4.43,21.0,46.0,15.0,4.0,Thursday,17,9.0,2023-05,0.075,Positive
3796,2022-05-26 21:39:00,17891515169576905,Post,Photo, ,https://www.instagram.com/p/CeCPRubIKz0/,"Repost by @flaghy
———
Here's our entry for the Stanbic IBTC children's day giveaway.
#MyDreamsCanBe
#ITCANBE
@stanbicibtc",845.0,1468.0,41.67,47.0,25.0,576.0,113.0,1.0,Thursday,21,11.0,2022-05,0.0,Neutral
3797,2020-08-14 12:28:00,17856909953106850,Post,Carousel, ,https://www.instagram.com/p/CD3jfgfJcyc/,"Here is a quick investor guide to investing with the Exchange Traded Funds and what it is about.  
#NeverStopInvesting
#ItCanBe",613.0,1468.0,2.86,3.68,10.0,54.0,0.0,0.0,Friday,12,4.0,2020-08,0.3333333333333333,Positive
3798,2020-07-19 10:43:00,18113693923184622,Post,Video, ,https://www.instagram.com/tv/CC0aENXJA6D/,"To all the farmers and providers in the agribusiness value chain, we want to thank you for working tirelessly during this pandemic to provide for your country. We want you to know that we have got your back.
#ItCanBe",,1468.0,2.41,2.66,,33.0,6.0,0.0,Sunday,10,,2020-07,0.0,Neutral
3799,2021-10-03 15:05:00,17905161626191212,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CUkbWqutmJg/,"Enjoy direct access to government-backed investments and earn good returns.

The FGN Retail Savings Bond auction for October 2021 has commenced.

Visit the link in our bio and click ‘Invest in FGN Retail Savings Bond’ to get started.

#ITCANBE",94.0,1466.0,2.07,2.25,1.0,23.0,9.0,1.0,Sunday,15,1.0,2021-10,0.39999999999999997,Positive
3800,2020-11-16 08:34:00,17845534367463669,Post,Video, ,https://www.instagram.com/p/CHpLbxXpH1_/,"It’s a great time to start planning for your children’s future!
Click on the link in our bio to get started.

#ITCANBE",616.0,1466.0,2.95,3.21,20.0,40.0,5.0,2.0,Monday,8,9.0,2020-11,0.4,Positive
3801,2022-09-30 17:50:00,17948006561205487,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CjI2ALiAfBo/,"Raise your hand if you knew 🙂 🇳🇬 
#NigeriaAt62
#ITCANBE",594.0,1464.0,1.92,2.12,13.0,21.0,8.0,2.0,Friday,17,4.0,2022-09,0.0,Neutral
3802,2022-02-14 19:41:00,17874382355604404,Post,Photo,Blessing Ubah,https://www.instagram.com/p/CZ99dYjFy6v/,"Still in the euphoria of the love season? 
Then spread love to your friends and family by using the Stanbic IBTC app to 'bless them' 💙
#GoForLove
#ITCANBE",628.0,1464.0,1.84,1.98,22.0,25.0,4.0,0.0,Monday,19,12.0,2022-02,0.5,Positive
