,Date,Post ID,Content Type,Sent by,Post,Impressions,Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Likes,Comments,Shares,Click-Through Rate,Other Post Clicks,Post Clicks (All),Post Photo View Clicks,Negative Feedback,Engaged Users,Engaged Fans,Users Talking About This,Unique Reactions,Unique Comments,Unique Shares,Unique Answers,Unique Post Clicks,Unique Post Photo View Clicks,Unique Other Post Clicks,Unique Negative Feedback,Weekday,Time,Positive Reactions,Negative Reactions,year_month,Sentiment,Sentiment_Label
3354,2018-04-12 12:01:00,253788558082460_1488684451259525,Photo, ,"Whether it's local or international, we have your trade financing needs covered. Call 0700 2255 782 6242 for more details.",3390.0,4785.0,2.74,4.41,211,74.0,13.0,49.0,0.0,75,75.0,38,0.0,139,100,93,67,5.0,38.0,0.0,59,34,33,0.0,Thursday,12,74.0,0.0,2018-04,0.16666666666666666,Positive
3355,2017-12-26 08:00:00,253788558082460_1374913605969944,Photo, ,"Today is the DAY! Come and enjoy awesome cold and creamy #Desserts by 12noon at #EatDrinkFestival with Hans and René, Moo Diary and @ Royal Pops.",4731.0,4785.0,2.3,2.53,121,54.0,2.0,6.0,0.0,58,58.0,27,0.0,106,96,59,55,2.0,6.0,0.0,50,25,27,0.0,Tuesday,8,55.0,0.0,2017-12,0.26666666666666666,Positive
3356,2021-01-15 13:00:00,253788558082460_3378265612301390,Photo, ,"Join the right Geng and enjoy amazing benefits!
😎😎😎
#ITCANBE",3057.0,4784.0,2.58,2.7,129,65.0,13.0,3.0,0.0,47,47.0,1,0.0,99,91,73,66,11.0,3.0,0.0,43,1,43,0.0,Friday,13,66.0,0.0,2021-01,0.47857142857142865,Positive
3357,2021-12-23 14:40:00,253788558082460_4392406570887284,Text, ,"The long awaited harmattan is here! 
What are your harmattan essentials?
A. Lip balm and Ointment
B. Lip balm and Moisturiser",2840.0,4776.0,2.75,1.63,78,25.0,8.0,0.0,0.0,45,45.0,,0.0,57,54,28,25,7.0,0.0,0.0,35,,35,0.0,Thursday,14,25.0,0.0,2021-12,-0.0625,Negative
3358,2021-11-06 16:52:00,253788558082460_4229420250519251,Photo, ,"Mark your calendar! It’s that time again 😉 

#Together4ALimb
#VirtualT4AL2021",3594.0,4775.0,2.59,2.09,100,38.0,15.0,0.0,0.0,45,45.0,5,1.0,76,65,48,40,8.0,0.0,0.0,30,5,29,1.0,Saturday,16,40.0,0.0,2021-11,0.0,Neutral
3359,2021-10-06 19:30:00,253788558082460_4134302833364327,Photo,Blessing Ubah,"Give yourself a chance to grow and explore the latest technology with the Stanbic IBTC Digital Skill Empowerment Programme (DiSEP).
Visit www.linktr.ee/StanbicIBTC and click ‘Apply for DiSEP’ to get started.
#ITCANBE",3978.0,4775.0,4.63,2.35,112,25.0,28.0,1.0,0.12,50,56.0,5,0.0,62,46,33,25,8.0,1.0,0.0,31,3,26,0.0,Wednesday,19,27.0,0.0,2021-10,0.25,Positive
3360,2021-01-06 12:06:00,253788558082460_3355130964614855,Photo,Blessing Ubah,"Did you miss out on our IG Live Session on What You Need To Know About The Pension Transfer Window? 

Not to worry, here are some highlights from the session. 

For further enquiries, send an email to Pensionsolution@stanbicibtc.com.

#WealthWednesday

#ITCANBE",4217.0,4775.0,7.33,2.49,119,30.0,26.0,7.0,0.0,56,56.0,5,1.0,77,60,45,30,12.0,7.0,0.0,37,5,34,1.0,Wednesday,12,30.0,0.0,2021-01,0.06818181818181818,Positive
3361,2020-12-18 10:36:00,253788558082460_3310324395762179,Photo, ,"What did you look out for the most as a child during Christmas?
#FlashbackFriday",3251.0,4775.0,5.26,2.74,131,43.0,20.0,1.0,0.0,66,66.0,6,0.0,96,85,58,43,19.0,1.0,0.0,53,6,52,0.0,Friday,10,44.0,0.0,2020-12,0.5,Positive
3362,2020-08-27 10:00:00,253788558082460_2994809323980356,Photo, ,"Enjoy 5 free local transfers via cash back when you download and upgrade to the new Stanbic IBTC Mobile. To download, click here - http://onelink.to/stanbicibtcapp
Offer closes today - 27 August 2020",2351.0,4775.0,2.38,3.37,161,49.0,23.0,1.0,0.24,75,87.0,21,0.0,119,108,61,50,11.0,1.0,0.0,64,20,36,0.0,Thursday,10,50.0,0.0,2020-08,0.18727272727272729,Positive
3363,2020-07-21 12:00:00,253788558082460_2892354670892489,Video, ,"With face recognition, you get both security and ease when logging in to your mobile app. Try it today, download the Super App here – http://onelink.to/stanbicibtcapp
#LikeAHero #APPyness",2543.0,4775.0,3.5,4.96,237,63.0,20.0,3.0,0.5,125,150.0,,0.0,166,158,72,64,9.0,3.0,0.0,107,,81,0.0,Tuesday,12,64.0,0.0,2020-07,0.3333333333333333,Positive
3364,2019-11-10 11:00:00,253788558082460_2336290043165624,Photo, ,This year's walk was a joy for us as we continue to play our part in making progress real for our recipients. We're glad we're a part of their lives and are humbled by their courage. #Together4ALimb,5845.0,4775.0,3.17,3.29,157,48.0,18.0,3.0,0.0,87,87.0,50,0.0,129,108,58,48,10.0,3.0,0.0,74,51,32,0.0,Sunday,11,49.0,0.0,2019-11,0.5,Positive
3365,2018-11-26 10:40:00,253788558082460_1780068555454445,Photo, ,"You have aspirations, we have solutions. 
Together, we can turn your passion to a reality. Follow us to keep #MovingForward",4518.0,4775.0,3.83,2.51,120,48.0,5.0,17.0,0.0,49,49.0,31,0.0,94,69,62,47,4.0,16.0,0.0,37,23,17,0.0,Monday,10,49.0,0.0,2018-11,0.0,Neutral
3366,2018-05-17 10:48:00,253788558082460_1522596087868361,Photo, ,"This #Ramadan, may you experience the full rewards that come with the season.",2830.0,4775.0,1.45,4.29,205,97.0,2.0,37.0,0.0,69,69.0,38,3.0,160,126,117,97,2.0,32.0,0.0,58,34,27,1.0,Thursday,10,97.0,0.0,2018-05,0.35,Positive
3367,2018-02-07 11:39:00,253788558082460_1418146158313355,Photo,Aramide Salami,Looking to grow your agric business in the modern age? The #AgricSocialMediaWeek2018 is happening from February 7 to 8. #TheAgricTakeOver,6500.0,4775.0,3.62,2.43,116,47.0,1.0,27.0,0.0,41,41.0,22,1.0,92,74,60,44,1.0,20.0,0.0,35,22,17,1.0,Wednesday,11,47.0,0.0,2018-02,0.2,Positive
3368,2017-08-29 10:00:00,253788558082460_1267522103375762,Photo, ,"No matter what lies ahead, keep moving forward.",3022.0,4775.0,4.37,4.8,229,109.0,11.0,22.0,0.0,86,86.0,47,1.0,184,149,126,108,6.0,22.0,0.0,71,44,33,1.0,Tuesday,10,110.0,0.0,2017-08,0.0,Neutral
3369,2022-02-01 08:00:00,253788558082460_4540300619431211,Photo,Sophia Amuka,"Welcome to the month of love! 💙 💙 
This month, commit to spread love and kindness wherever you go and don’t forget to stay safe.
#GoForIt
#ITCANBE",2754.0,4770.0,3.38,3.79,181,69.0,40.0,5.0,0.0,66,66.0,5,0.0,122,106,89,70,22.0,5.0,0.0,47,5,45,0.0,Tuesday,8,70.0,0.0,2022-02,0.60625,Positive
3370,2022-08-28 15:35:00,253788558082460_5117191101742157,Photo,Damilare Oyekanmi,"Still thinking of a low-risk investment option that will allow your money to ‘water the ground’ for you? ​
Then you should consider investing in FGN Savings Bond.​
Send an email to CallMe@stanbicibtc.com to get started.​
#ITCANBE​",2535.0,4764.0,2.29,3.23,154,25.0,22.0,0.0,0.0,106,106.0,9,0.0,85,73,34,26,11.0,0.0,0.0,65,9,61,0.0,Sunday,15,26.0,0.0,2022-08,0.0,Neutral
3371,2022-05-27 11:56:00,253788558082460_4860082960786307,Link, ,Repost #MyDreamsCanBe,3548.0,4764.0,2.17,4.87,232,11.0,0.0,1.0,0.0,220,220.0,2,0.0,207,198,11,11,0.0,0.0,0.0,196,2,194,0.0,Friday,11,11.0,0.0,2022-05,0.0,Neutral
3372,2022-04-01 08:23:00,253788558082460_4708155645979040,Photo,Damilare Oyekanmi,"We wish you loads of peace, prosperity and success this new month.​

Happy new month! 💙 

#Newmonth​
#ITCANBE​",1235.0,4764.0,1.05,3.04,145,66.0,18.0,2.0,0.0,58,58.0,9,0.0,111,101,74,67,11.0,2.0,0.0,51,9,44,0.0,Friday,8,67.0,0.0,2022-04,0.35170454545454544,Positive
3373,2020-02-24 10:30:00,253788558082460_2551457628315530,Photo, ,Come chill with us at our booth all through the week at the SMW Lagos 2020 event. #SMWStanbicIBTC,6948.0,4764.0,3.4,2.6,124,84.0,2.0,2.0,0.0,36,36.0,18,0.0,113,103,87,84,2.0,2.0,0.0,31,18,17,0.0,Monday,10,84.0,0.0,2020-02,0.0,Neutral
3374,2019-08-16 11:45:00,253788558082460_2176064089188221,Video, ,We encourage all our staff and everyone in general to get more active when they can. That's why it's a big part of our Employee Health and Wellness proposition. Get moving and keep #MovingForward,5936.0,4764.0,10.01,6.23,297,79.0,3.0,16.0,0.0,199,199.0,,1.0,196,133,80,73,3.0,14.0,0.0,127,,108,1.0,Friday,11,79.0,0.0,2019-08,0.10416666666666669,Positive
3375,2019-02-01 11:48:00,253788558082460_330829504201643,Video, ,"Stanbic IBTC
Youth Leadership Series 

- #AgainstAllOdds",4047.0,4764.0,5.39,7.3,348,45.0,35.0,11.0,0.0,243,243.0,,0.0,191,136,56,48,12.0,10.0,0.0,159,,127,0.0,Friday,11,59.0,0.0,2019-02,0.0,Neutral
3376,2018-07-20 17:02:00,253788558082460_1606322979495671,Photo, ,Remember to go cash-lite and use your Stanbic IBTC card for your weekend’s shopping.,4268.0,4764.0,1.29,2.77,132,57.0,1.0,20.0,0.0,54,54.0,40,0.0,113,85,70,56,1.0,17.0,0.0,50,39,14,0.0,Friday,17,57.0,0.0,2018-07,0.0,Neutral
3377,2018-07-02 11:33:00,253788558082460_1576121355849167,Photo, ,"Panel discussion with Victor Williams, Sola David-Borha, Zweli Manyathi, Phumelele Mbiyo, Eric Fajemisin and Christos Gianopoulos. #TransReg",7476.0,4764.0,2.64,3.4,162,45.0,10.0,15.0,0.0,92,92.0,48,0.0,117,94,59,43,7.0,14.0,0.0,68,43,33,0.0,Monday,11,45.0,0.0,2018-07,0.0,Neutral
3378,2018-01-26 17:01:00,253788558082460_1406376066157031,Photo, ,Our recommendation for the weekend: spend it with your loved one. PS: It's Valentine's soon.,744.0,4764.0,0.94,3.15,150,52.0,12.0,5.0,0.01,80,81.0,49,0.0,115,100,60,52,8.0,5.0,0.0,62,43,25,0.0,Friday,17,52.0,0.0,2018-01,0.7,Positive
3379,2021-08-31 11:00:00,253788558082460_4021337704660841,Photo, ,"Shine ya eyes oo!
Don’t let fraudsters use your account to receive money, especially when you are not sure of the purpose and the source of the funds.
Stay #moneysafe.
#ITCANBE",5389.0,4762.0,6.46,1.76,84,34.0,5.0,0.0,0.0,45,45.0,5,1.0,59,51,35,34,3.0,0.0,0.0,28,5,27,1.0,Tuesday,11,34.0,0.0,2021-08,-0.125,Negative
3380,2022-04-16 11:59:00,253788558082460_4747644082030196,Photo, ,"Free tickets up for grabs.
Hurry now to answer the questions on our story and get free ticket to see the ""Disloyal Judas"" play, live at the National Theatre, Iganmu Lagos.

#ITCANBE",2081.0,4754.0,5.19,2.0,95,26.0,10.0,0.0,0.0,59,59.0,3,0.0,67,59,31,26,6.0,0.0,0.0,42,3,41,0.0,Saturday,11,26.0,0.0,2022-04,0.31212121212121213,Positive
3381,2022-01-18 15:00:00,253788558082460_4483134715147802,Photo, ,"What plans do you have to expand your business this year?
Visit https://bit.ly/StanbicIBTCTRADEFINANCE , let’s help you reach your business goals in 2022.
#GoForIt
#ITCANBE",6062.0,4754.0,9.6,2.92,139,32.0,30.0,0.0,0.19,68,77.0,4,0.0,85,79,44,32,13.0,0.0,0.0,52,4,45,0.0,Tuesday,15,32.0,0.0,2022-01,0.0,Neutral
3382,2018-04-19 11:11:00,253788558082460_1495746087220028,Photo, ,"Brainteaser
The more you take, the more you leave behind. What am I?",9543.0,4754.0,14.04,7.74,368,69.0,22.0,20.0,0.0,256,256.0,54,1.0,239,209,92,69,16.0,17.0,0.0,176,49,156,1.0,Thursday,11,70.0,0.0,2018-04,0.19999999999999998,Positive
3383,2018-02-13 17:37:00,253788558082460_1424906294304008,Photo, ,"This Valentine's Day,show true love and let your loved ones pick their gift with the Stanbic IBTC Gift card. For more information, call 01 270 9676 or email customercarenigeria@stanbicibtc.com today.",4009.0,4754.0,2.57,5.2,247,69.0,1.0,54.0,0.0,122,122.0,69,0.0,130,76,58,36,1.0,30.0,0.0,85,53,40,0.0,Tuesday,17,70.0,0.0,2018-02,0.5125,Positive
3384,2018-01-18 17:02:00,253788558082460_1397730430354928,Photo, ,"We may not be able to see into your child’s future, but you can help create it with our Educational Trust. Email SITLAgency@stanbicibtc.com or click here stanbicibtc.com/trustees to learn more.",4129.0,4754.0,2.52,3.13,149,61.0,0.0,31.0,0.05,52,56.0,31,0.0,115,88,76,59,0.0,27.0,0.0,50,31,17,0.0,Thursday,17,62.0,0.0,2018-01,0.3125,Positive
3385,2022-07-28 17:55:00,253788558082460_5032669816860953,Photo,Damilare Oyekanmi,"No be every link person dey click for internet! ​
Be cyber-smart! Always ensure that your social media accounts and online activities are well protected. ​

#ITCANBE ​",3062.0,4748.0,7.35,1.05,50,26.0,0.0,3.0,0.0,19,19.0,4,0.0,42,37,26,26,0.0,3.0,0.0,17,4,14,0.0,Thursday,17,28.0,0.0,2022-07,0.03333333333333333,Positive
3386,2022-04-12 08:57:00,253788558082460_4737020873092517,Photo,Damilare Oyekanmi,"How has the fasting been so far?​
May all our prayers and deeds be accepted. 😊 
Here are simple meal ideas you should try for Iftar.​

#Ramadan2022​
#ITCANBE​",5138.0,4747.0,3.06,1.35,64,24.0,8.0,0.0,0.0,32,32.0,3,0.0,50,22,27,24,7.0,0.0,0.0,27,3,25,0.0,Tuesday,8,24.0,0.0,2022-04,0.0,Neutral
3387,2023-06-21 19:28:00,253788558082460_6020418284752763,Photo,Sophia Amuka,"A Private Trust serves as a foundation for asset protection, preserving family wealth, and confidentiality. Let’s help you get started on this journey now! 
#WealthWednesday 
#ITCANBE",0.0,4744.0,0.0,3.01,143,43.0,5.0,0.0,0.0,95,95.0,43,0.0,105,84,48,43,5.0,0.0,0.0,63,42,42,0.0,Wednesday,19,43.0,0.0,2023-06,0.0,Neutral
3388,2023-04-11 17:38:00,253788558082460_5786450308149563,Photo, ,"We always aim to create situations where everyone wins. Let us guide you towards an exceptional future. Visit https://bit.ly/StanbicIBTCPensionExtraordinary to switch to Stanbic IBTC Pension Managers. ​

#ITCANBE​ ​
#GoForAnExtraordinaryFuture​",4261.0,4744.0,3.52,2.7,128,45.0,10.0,1.0,0.02,71,72.0,13,0.0,102,79,53,45,9.0,1.0,0.0,56,13,50,0.0,Tuesday,17,45.0,0.0,2023-04,0.3222222222222222,Positive
3389,2022-10-13 10:30:00,253788558082460_5247069285421004,Text,Blessing Ubah,"At Stanbic IBTC, we are on a path to building blocks of sustainable progress and wealth across diverse sectors, thereby transforming the trajectory of the Nigerian economy. From empowering sole proprietors, to nurturing SMEs into large-scale businesses, driving growth remains at the heart of what we do, it is encoded in our DNA. 
Remy Osuagwu 
Executive Director, Business and Commercial Clients, Stanbic IBTC Bank
#GoForGrowth
#ITCANBE",3434.0,4744.0,2.18,3.69,175,60.0,24.0,0.0,0.0,90,90.0,,0.0,122,102,72,61,12.0,0.0,0.0,64,,64,0.0,Thursday,10,61.0,0.0,2022-10,0.0,Neutral
3390,2022-03-13 16:34:00,253788558082460_4659896047471667,Photo,Damilare Oyekanmi,"Why play small when you can grow bigger?​
Take advantage of the Stanbic IBTC lending solution in partnership with MegaMedx.​

For more details, please click here: https://bit.ly/StanbicIBTCHealthcareSupportScheme​

#ITCANBE​",4690.0,4744.0,4.18,1.69,80,23.0,11.0,0.0,0.13,40,46.0,7,0.0,57,53,27,23,8.0,0.0,0.0,35,7,26,0.0,Sunday,16,23.0,0.0,2022-03,0.125,Positive
3391,2021-12-06 12:00:00,253788558082460_4325661520895123,Photo, ,"An endowment policy is essentially a life insurance policy which, apart from covering the life of the insured, helps the policyholder save regularly over a specific period.

Visit http://www.linktr.ee/StanbicIBTC and click on ‘Stanbic IBTC Insurance Products’ to begin.#ITCANBE",0.0,4744.0,0.0,1.64,78,19.0,14.0,1.0,0.08,39,43.0,0,0.0,54,47,29,20,8.0,1.0,0.0,30,0,26,0.0,Monday,12,20.0,0.0,2021-12,0.0,Neutral
3392,2021-03-11 13:00:00,253788558082460_3522412201220063,Photo, ,"Thinking of getting a car gift for that special woman in your life? Don’t forget to get it covered with the #BestInsuranceDeals from us.
Visit www.linktr.ee/StanbicIBTC and click ‘let’s help you get the best insurance deals’ to begin.",3744.0,4744.0,1.9,1.22,58,34.0,0.0,2.0,0.08,18,22.0,1,2.0,48,38,34,33,0.0,2.0,0.0,15,1,13,2.0,Thursday,13,34.0,0.0,2021-03,0.6785714285714286,Positive
3393,2020-07-01 17:00:00,253788558082460_2840852299376060,Photo, ,Sesame Square is the Nigerian version of Sesame Street and it was West Africa's first Sesame Street adaptation. The series was produced and voiced by Nigerians in Standard English. #ItCanBe,5290.0,4744.0,6.99,2.19,104,52.0,11.0,0.0,0.0,39,39.0,13,1.0,91,85,59,54,6.0,0.0,0.0,36,13,25,1.0,Wednesday,17,54.0,0.0,2020-07,0.08333333333333333,Positive
3394,2020-06-25 17:00:00,253788558082460_2825619934232630,Photo, ,"😄  “The” was repeated. 
#TriviaAnswer #TriviaThursday #ItCanBe",5074.0,4744.0,3.88,2.34,111,53.0,6.0,0.0,0.0,51,51.0,19,1.0,98,91,57,54,6.0,0.0,0.0,47,19,29,1.0,Thursday,17,54.0,0.0,2020-06,0.0,Neutral
3395,2018-01-19 11:01:00,253788558082460_1398417236952914,Photo, ,"Relax, the weekend is here! 😃 💃",5133.0,4744.0,5.34,2.97,141,61.0,2.0,28.0,0.0,48,48.0,30,0.0,108,90,73,60,2.0,24.0,0.0,41,29,16,0.0,Friday,11,63.0,0.0,2018-01,0.0,Neutral
3396,2022-07-04 12:03:00,253788558082460_4966177960176806,Photo,Damilare Oyekanmi,"The day is finally upon us!​
Join us live on Instagram at 2pm as new winners are rewarded.​
It could be you! 😎 

#Reward4Saving​
#ITCANBE​

​",5475.0,4742.0,5.42,6.5,308,50.0,39.0,1.0,0.0,209,209.0,8,1.0,190,158,77,59,26.0,1.0,0.0,141,8,136,1.0,Monday,12,53.0,6.0,2022-07,0.10227272727272725,Positive
3397,2023-02-08 14:11:00,253788558082460_5595514763909786,Photo,Damilare Oyekanmi,"Secure your future with the gift of investing in the stock market. Send an email to StartWithZero@stanbicibtc.com to open a stockbroking account today.​

#TrustedPartner​
#ITCANBE​",10007.0,4734.0,2.22,3.27,155,57.0,26.0,0.0,0.0,69,69.0,5,0.0,118,98,71,60,11.0,0.0,0.0,59,5,54,0.0,Wednesday,14,59.0,1.0,2023-02,0.13333333333333333,Positive
3398,2023-02-03 14:26:00,253788558082460_5579950465466216,Photo,Damilare Oyekanmi,"Hey She-EO!  It is time to give your business a boost.​
Open a Blue Blossom Current Account and give your business the support it deserves. Email enterprisedirect@stanbicibtc.com  or call 0700 333 3333 to begin.​

#ITCANBE​",3013.0,4734.0,1.63,5.13,243,57.0,24.0,2.0,0.0,159,159.0,14,0.0,163,138,68,58,15.0,1.0,0.0,118,13,112,0.0,Friday,14,58.0,0.0,2023-02,0.0,Neutral
3399,2022-09-07 17:00:00,253788558082460_5144476169013650,Photo,Blessing Ubah,"It's the stage for the survival of the fittest. ⚽
It's only one trophy for one champion! 🏆
It's time to battle for the tickets to the Semi-Finals in the #HiFL2022.

#HiFLStanbicIBTC
#ITCANBE",6030.0,4734.0,2.5,2.28,108,30.0,7.0,0.0,0.0,68,68.0,7,0.0,88,72,37,33,5.0,0.0,0.0,56,7,53,0.0,Wednesday,17,33.0,0.0,2022-09,0.0,Neutral
3400,2021-10-30 17:00:00,253788558082460_4208235952637681,Photo, ,"Raise your hand🤚 if you got it right😀.
#ITCANBE",10054.0,4734.0,4.96,2.6,123,26.0,17.0,0.0,0.0,80,80.0,3,0.0,82,73,36,26,12.0,0.0,0.0,58,3,58,0.0,Saturday,17,26.0,0.0,2021-10,0.0,Neutral
3401,2021-07-29 15:00:00,253788558082460_3925373727590573,Photo, ,"You are assured convenience at your fingertips when you switch to Stanbic IBTC Pension Managers!
Visit www.linktr.ee/StanbicIBTC and click ‘Make the right move to Stanbic IBTC Pension Managers’ to begin!
#Pension
#ITCANBE",5053.0,4734.0,3.15,1.63,77,17.0,32.0,0.0,0.08,24,28.0,2,1.0,48,37,27,17,11.0,0.0,0.0,22,2,17,1.0,Thursday,15,17.0,0.0,2021-07,0.3571428571428571,Positive
3402,2021-07-21 11:14:00,253788558082460_3899443360183610,Photo, ,"Level up your investment portfolio!
With $1,000 you can set up a dollar-denominated investment portfolio and start earning returns!
To begin, give us a call on 01 280 5595 or send an email to assetmanagement@stanbicibtc.com.
#WealthWednesday
#NeverStopInvesting",4054.0,4734.0,3.38,1.48,70,19.0,4.0,1.0,0.0,46,46.0,2,0.0,54,38,21,19,3.0,1.0,0.0,36,2,35,0.0,Wednesday,11,19.0,0.0,2021-07,0.0,Neutral
3403,2018-11-13 21:01:00,253788558082460_1764528877008413,Photo, ,Now is the best time to start a Legacee that will keep you loved happy always. Call us on 01 276 6800 and let’s help you start a Legacee.,3295.0,4734.0,1.91,2.26,107,39.0,3.0,16.0,0.0,46,46.0,28,1.0,82,69,46,38,2.0,12.0,0.0,39,27,17,1.0,Tuesday,21,42.0,0.0,2018-11,0.8333333333333334,Positive
3404,2017-10-04 15:47:00,253788558082460_1298616156933023,Photo, ,"Nigeria’s contributory pension scheme is one of the tax efficient ways of saving as your contributions are deducted before tax is applied on your salary. Tbh there’s nothing worse than being unable to work because of old age only to realize that you have not saved. Think about it, when you are younger, your whole life is ahead of you and you have something older people would love to reclaim - time. #WealthWednesday",3485.0,4734.0,2.12,3.57,169,30.0,0.0,26.0,0.01,112,113.0,49,0.0,117,85,43,29,0.0,22.0,0.0,87,46,50,0.0,Wednesday,15,30.0,0.0,2017-10,0.008333333333333318,Positive
3405,2023-04-29 11:42:00,253788558082460_5839690452825548,Photo,Damilare Oyekanmi,"Hey Ladies, are you in business for a good time or a long time? Why choose one when you can have both? ​
Get the blueprint for building a blooming business straight from the experts at the Bloom Conference 1.0.​
Click https://bit.ly/StanbicIBTCEventsApp to download the Stanbic IBTC Events app to register.​
#GoBloom​
#ITCANBE​",6014.0,4724.0,4.76,2.22,105,34.0,9.0,1.0,0.02,59,60.0,21,0.0,80,61,42,35,7.0,1.0,0.0,44,21,35,0.0,Saturday,11,35.0,0.0,2023-04,0.28333333333333327,Positive
3406,2022-09-11 10:55:00,253788558082460_5154574088003858,Text,Damilare Oyekanmi,"Passing the phone to those making their money work for them by saving and investing.​
We see you 👏🏾 

#ITCANBE",3494.0,4724.0,2.12,3.03,143,43.0,13.0,0.0,0.0,86,86.0,,0.0,116,107,52,44,11.0,0.0,0.0,78,,78,0.0,Sunday,10,43.0,1.0,2022-09,0.0,Neutral
3407,2022-06-06 14:53:00,253788558082460_4889281477866455,Photo, ,"We are starting the #Reward4Saving May live draws later than usual due to unforseen circumstances.
Please stay tuned as we will start shortly. 
#ITCANBE",4262.0,4724.0,2.44,3.32,157,40.0,16.0,0.0,0.0,101,101.0,2,0.0,112,96,50,40,13.0,0.0,0.0,75,2,74,0.0,Monday,14,40.0,0.0,2022-06,-0.03977272727272727,Negative
3408,2022-03-05 11:49:00,253788558082460_4637934706334468,Photo,Damilare Oyekanmi,"Come learn from experts who have stories on how they succeeded through the path of ‘becoming’. 
Join us in the Youth Leadership Series and let’s discuss building achievements for a better tomorrow through consistency and perseverance. 
Register Now: https://bit.ly/StanbicIBTCYLS2022
#YLS2022
#ITCANBE",0.0,4724.0,0.0,0.72,34,13.0,0.0,1.0,0.02,19,20.0,2,1.0,34,31,14,13,0.0,1.0,0.0,20,2,17,1.0,Saturday,11,13.0,0.0,2022-03,0.475,Positive
3409,2019-04-10 14:43:00,253788558082460_1966667716794527,Photo, ,Have you ever experienced road rage? Tell us about it. #WealthWednesday #StanbicIBTCInsuranceBrokers,4375.0,4724.0,2.19,2.16,102,50.0,0.0,16.0,0.0,36,36.0,24,0.0,86,74,56,50,0.0,10.0,0.0,33,24,12,0.0,Wednesday,14,50.0,0.0,2019-04,0.8,Positive
3410,2020-12-21 19:30:00,253788558082460_3318764348251517,Photo, ,"Stay cyber secure over the holidays! Join Chukwudi Ngene on #BlueTalks as he discusses ways to avoid Identity theft, impersonation & identity fraud. To register, click here - http://bit.ly/StanbicIBTCBTDec23Reg",5094.0,4718.0,3.87,1.27,60,36.0,3.0,2.0,0.08,15,19.0,0,0.0,55,50,41,36,3.0,2.0,0.0,15,0,12,0.0,Monday,19,36.0,0.0,2020-12,0.5,Positive
3411,2023-06-22 13:35:00,253788558082460_6023241187803806,Photo,Damilare Oyekanmi,"Operating your business without insurance in 2023? 👀 
Let us provide you with the #bestinsurancedeals to get your business covered. Send an email to insurancesolution@stanbicibtc.com or call 01 277 0394 to begin.​

#ITCANBE",6850.0,4714.0,3.27,3.56,168,58.0,15.0,2.0,0.0,92,92.0,16,1.0,115,78,67,58,12.0,2.0,0.0,60,16,55,1.0,Thursday,13,59.0,0.0,2023-06,0.0,Neutral
3412,2023-06-21 19:28:00,253788558082460_6020418158086109,Photo, ,"A Private Trust serves as a foundation for asset protection, preserving family wealth, and confidentiality. Let’s help you get started on this journey now! 
#WealthWednesday 
#ITCANBE",4382.0,4714.0,3.74,2.95,139,43.0,5.0,0.0,0.0,91,91.0,41,0.0,103,84,48,43,5.0,0.0,0.0,61,40,41,0.0,Wednesday,19,43.0,0.0,2023-06,0.0,Neutral
3413,2023-04-27 14:37:00,253788558082460_5833976636730263,Photo,Damilare Oyekanmi,"Are you ready to dominate your industry? Join Mojibade Sosanya @Mojibadashow and other trailblazing women to learn what it takes to bloom your business ideas into an empire.​
Click https://bit.ly/StanbicIBTCEventsApp to download the Stanbic IBTC Events app to register.​

#GoBloom​
#ITCANBE​",0.0,4714.0,0.0,1.65,78,35.0,8.0,0.0,0.0,35,35.0,12,0.0,63,49,40,35,5.0,0.0,0.0,26,12,23,0.0,Thursday,14,35.0,0.0,2023-04,0.037500000000000006,Positive
3414,2021-11-17 16:53:00,253788558082460_4263597890434820,Photo,Blessing Ubah,"A Will is one of the most important documents to have in place, as it allows you to communicate your wishes clearly and ensures that the people you love are taken care of and protected when you’re gone.

Visit https://linktr.ee/StanbicIBTC and click on ‘Enquiries’ to get started. 

#WealthWednesday 
#ITCANBE",2930.0,4714.0,3.31,1.25,59,18.0,2.0,0.0,0.02,36,37.0,3,0.0,52,41,21,20,2.0,0.0,0.0,33,3,29,0.0,Wednesday,16,20.0,0.0,2021-11,0.375,Positive
3415,2021-07-20 12:00:00,253788558082460_3896705033790776,Photo, ,"We are here to take the hard work out of signing up for Life Insurance. Visit www.linktr.ee/StanbicIBTC and click ‘Stanbic IBTC Insurance Products’ to sign up for our Life Insurance plans.
#ITCANBE",2876.0,4714.0,2.12,1.08,51,28.0,5.0,0.0,0.04,15,17.0,1,1.0,46,40,32,29,4.0,0.0,0.0,16,1,14,1.0,Tuesday,12,29.0,0.0,2021-07,-0.2916666666666667,Negative
3416,2018-02-09 10:03:00,253788558082460_1420109748116996,Photo, ,"#TheSMARTSeries
The S in SMART stands for Specific. One step towards achieving your goals is to be specific about them. For example, a specific goal is that you want to have saved a particular amount of money within a specific number of months.",0.0,4714.0,0.0,3.29,155,58.0,2.0,20.0,0.0,73,73.0,32,0.0,114,92,74,60,2.0,19.0,0.0,56,29,34,0.0,Friday,10,60.0,0.0,2018-02,0.06349206349206349,Positive
